f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,label
1.0,4601.0,15.0,1.0,26.0,9.9,6.0,0.0,0.0,0.0,28.9,-25.3,1.0,22.0,4.6,normal
1.0,4602.0,15.0,1.0,27.0,20.0,4.0,0.0,0.0,0.0,36.0,-15.1,1.0,27.0,9.7,normal
1.0,4601.0,15.0,1.0,26.0,11.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,26.0,4.5,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,26.0,19.0,11.0,0.0,0.0,0.0,25.0,-29.9,1.0,27.0,4.9,normal
1.0,4602.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,26.0,31.0,13.0,0.0,0.0,0.0,27.0,-28.0,1.0,27.0,50.0,normal
1.0,4602.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,26.0,53.0,18.0,0.0,0.0,0.0,25.8,-29.0,1.0,26.0,63.0,normal
1.0,4602.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.4,-18.1,1.0,27.0,4.9,normal
1.0,4601.0,15.0,1.0,26.0,6.3,4.0,0.0,0.0,0.0,26.6,-28.4,1.0,25.0,4.5,normal
1.0,4602.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,25.0,4.4,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,26.0,20.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,26.0,13.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,15.0,1.0,27.0,1.9,1.0,0.0,0.0,0.0,34.7,-15.7,1.0,27.0,4.9,normal
1.0,4601.0,15.0,1.0,27.0,19.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.9,-14.0,1.0,27.0,9.7,normal
1.0,4601.0,15.0,1.0,26.0,19.0,11.0,0.0,0.0,0.0,22.5,-32.5,1.0,26.0,4.7,normal
1.0,4602.0,15.0,1.0,27.0,1.9,1.0,0.0,0.0,0.0,34.9,-17.4,1.0,27.0,4.9,normal
1.0,4601.0,15.0,1.0,26.0,11.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,27.0,3.7,2.0,0.0,0.0,0.0,32.4,-19.5,1.0,20.0,4.2,normal
1.0,4602.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,27.0,1.9,1.0,0.0,0.0,0.0,30.0,-24.4,1.0,27.0,4.9,normal
1.0,4602.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.6,-13.9,1.0,27.0,4.9,normal
1.0,4601.0,15.0,1.0,27.0,5.6,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,26.0,15.0,9.0,0.0,0.0,0.0,29.3,-24.5,1.0,27.0,4.9,normal
1.0,4602.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,27.0,5.6,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,15.0,1.0,27.0,1.9,1.0,0.0,0.0,0.0,36.4,-4.8,1.0,27.0,4.9,normal
1.0,4601.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,15.0,1.0,27.0,1.9,1.0,0.0,0.0,0.0,31.4,-17.3,1.0,27.0,4.9,normal
1.0,4601.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,-8.4,1.0,27.0,4.9,normal
1.0,4601.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.9,-15.3,1.0,27.0,4.9,normal
1.0,4602.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,26.0,21.0,530.0,2.0,0.0,676.0,29.0,-21.7,1.0,26.0,286.0,normal
1.0,4602.0,15.0,1.0,25.0,24.0,622.0,18.0,2.0,411.0,33.2,-15.9,1.0,27.0,360.0,normal
1.0,4601.0,15.0,1.0,27.0,31.0,749.0,1.0,0.0,550.0,27.9,-21.5,1.0,27.0,309.0,normal
1.0,4602.0,15.0,1.0,24.0,24.0,648.0,9.0,1.0,384.0,34.4,-8.7,1.0,27.0,378.0,normal
1.0,4601.0,15.0,1.0,26.0,19.0,484.0,7.0,1.0,207.0,20.5,-27.6,1.0,19.0,251.0,normal
1.0,4602.0,15.0,1.0,24.0,33.0,914.0,4.0,0.0,246.0,34.3,-13.7,1.0,27.0,344.0,normal
1.0,4601.0,15.0,1.0,25.0,41.0,1149.0,11.0,0.0,0.0,29.4,-23.6,1.0,27.0,355.0,normal
1.0,4602.0,15.0,1.0,24.0,9.2,307.0,6.0,1.0,3.0,33.9,-18.6,1.0,27.0,332.0,normal
1.0,4601.0,15.0,1.0,26.0,25.0,622.0,3.0,0.0,539.0,29.9,-24.3,1.0,27.0,305.0,normal
1.0,4602.0,15.0,1.0,24.0,28.0,755.0,9.0,1.0,327.0,31.6,-22.5,1.0,27.0,438.0,normal
1.0,4601.0,15.0,1.0,26.0,25.0,632.0,3.0,0.0,317.0,29.1,-25.0,1.0,27.0,335.0,normal
1.0,4602.0,15.0,1.0,25.0,28.0,728.0,4.0,0.0,603.0,31.6,-22.3,1.0,27.0,366.0,normal
1.0,4601.0,15.0,1.0,26.0,28.0,698.0,2.0,0.0,431.0,29.3,-24.9,1.0,27.0,341.0,normal
1.0,4602.0,15.0,1.0,25.0,28.0,700.0,0.0,0.0,562.0,32.2,-21.7,1.0,27.0,339.0,normal
1.0,4601.0,15.0,1.0,27.0,29.0,759.0,1.0,0.0,474.0,30.9,-21.6,1.0,27.0,313.0,normal
1.0,4602.0,15.0,1.0,26.0,26.0,649.0,7.0,1.0,637.0,32.9,-18.7,1.0,27.0,317.0,normal
1.0,4601.0,15.0,1.0,26.0,25.0,649.0,12.0,1.0,0.0,24.5,-28.0,1.0,23.0,230.0,normal
1.0,4602.0,15.0,1.0,25.0,21.0,528.0,6.0,1.0,148.0,35.5,-12.5,1.0,27.0,303.0,normal
1.0,4601.0,15.0,1.0,23.0,25.0,724.0,22.0,2.0,199.0,24.0,-26.9,1.0,24.0,224.0,normal
1.0,4602.0,15.0,1.0,25.0,26.0,657.0,7.0,1.0,22.6,35.0,-9.6,1.0,27.0,359.0,normal
1.0,4601.0,15.0,1.0,23.0,19.0,562.0,5.0,0.0,332.0,27.3,-26.4,1.0,27.0,260.0,normal
1.0,4602.0,15.0,1.0,25.0,32.0,810.0,8.0,0.0,538.0,35.3,-14.1,1.0,27.0,362.0,normal
1.0,4601.0,15.0,1.0,24.0,28.0,757.0,4.0,0.0,195.0,28.8,-24.2,1.0,27.0,290.0,normal
1.0,4602.0,15.0,1.0,24.0,24.0,634.0,11.0,1.0,58.0,36.5,-10.0,1.0,27.0,360.0,normal
1.0,4601.0,15.0,1.0,24.0,30.0,795.0,11.0,1.0,564.0,25.0,-28.9,1.0,24.0,253.0,normal
1.0,4602.0,15.0,1.0,23.0,21.0,586.0,12.0,2.0,540.0,35.6,-14.5,1.0,27.0,290.0,normal
1.0,4601.0,15.0,1.0,25.0,21.0,565.0,0.0,0.0,401.0,26.4,-27.4,1.0,26.0,264.0,normal
1.0,4602.0,15.0,1.0,23.0,30.0,834.0,7.0,0.0,607.0,36.4,-12.4,1.0,27.0,339.0,normal
1.0,4601.0,15.0,1.0,25.0,33.0,839.0,6.0,0.0,633.0,25.7,-28.0,1.0,26.0,248.0,normal
1.0,4602.0,15.0,1.0,24.0,20.0,568.0,13.0,2.0,558.0,36.1,-11.7,1.0,27.0,344.0,normal
1.0,4601.0,15.0,1.0,25.0,27.0,690.0,10.0,1.0,245.0,26.4,-26.5,1.0,26.0,264.0,normal
1.0,4602.0,15.0,1.0,22.0,24.0,693.0,11.0,1.0,598.0,36.5,-10.6,1.0,27.0,339.0,normal
1.0,4601.0,15.0,1.0,25.0,23.0,631.0,10.0,1.0,112.0,27.9,-25.0,1.0,27.0,329.0,normal
1.0,4602.0,15.0,1.0,21.0,24.0,763.0,21.0,2.0,702.0,36.3,-10.2,1.0,27.0,339.0,normal
1.0,4601.0,15.0,1.0,24.0,27.0,716.0,6.0,0.0,468.0,25.2,-28.3,1.0,25.0,238.0,normal
1.0,4602.0,15.0,1.0,19.0,19.0,683.0,9.0,1.0,689.0,35.9,-11.3,1.0,27.0,337.0,normal
1.0,4601.0,15.0,1.0,25.0,27.0,697.0,4.0,0.0,583.0,25.3,-28.2,1.0,26.0,209.0,normal
1.0,4602.0,15.0,1.0,19.0,21.0,697.0,2.0,0.0,682.0,36.0,-11.7,1.0,27.0,339.0,normal
1.0,4601.0,15.0,1.0,26.0,29.0,698.0,5.0,0.0,441.0,27.4,-25.5,1.0,27.0,316.0,normal
1.0,4602.0,15.0,1.0,21.0,21.0,698.0,0.0,0.0,213.0,36.4,-10.5,1.0,27.0,339.0,normal
1.0,4601.0,15.0,1.0,26.0,30.0,764.0,3.0,0.0,458.0,26.8,-25.9,1.0,26.0,298.0,normal
1.0,4602.0,15.0,1.0,22.0,21.0,647.0,0.0,0.0,682.0,36.0,-10.2,1.0,27.0,337.0,normal
1.0,4601.0,15.0,1.0,27.0,25.0,637.0,0.0,0.0,278.0,27.6,-24.8,1.0,27.0,308.0,normal
1.0,4602.0,15.0,1.0,23.0,29.0,792.0,1.0,0.0,681.0,36.1,-9.7,1.0,27.0,339.0,normal
1.0,4601.0,15.0,1.0,26.0,28.0,692.0,9.0,1.0,128.0,27.8,-25.0,1.0,27.0,332.0,normal
1.0,4602.0,15.0,1.0,24.0,25.0,691.0,10.0,1.0,734.0,35.7,-10.5,1.0,27.0,454.0,normal
1.0,4601.0,15.0,1.0,26.0,31.0,844.0,3.0,0.0,411.0,27.7,-25.4,1.0,27.0,336.0,normal
1.0,4602.0,15.0,1.0,23.0,20.0,569.0,3.0,0.0,677.0,35.7,-10.7,1.0,27.0,292.0,normal
1.0,4601.0,15.0,1.0,26.0,28.0,692.0,8.0,1.0,379.0,27.6,-25.1,1.0,27.0,282.0,normal
1.0,4602.0,15.0,1.0,24.0,25.0,691.0,11.0,1.0,662.0,35.8,-9.7,1.0,27.0,339.0,normal
1.0,4601.0,15.0,1.0,26.0,26.0,644.0,11.0,1.0,187.0,25.8,-26.4,1.0,26.0,250.0,normal
1.0,4602.0,15.0,1.0,23.0,26.0,744.0,14.0,1.0,0.0,35.7,-10.2,1.0,27.0,345.0,normal
1.0,4601.0,15.0,1.0,25.0,28.0,712.0,6.0,0.0,513.0,26.1,-25.5,1.0,26.0,245.0,normal
1.0,4602.0,15.0,1.0,22.0,23.0,679.0,7.0,1.0,717.0,35.4,-9.4,1.0,27.0,332.0,normal
1.0,4601.0,15.0,1.0,26.0,29.0,697.0,3.0,0.0,340.0,24.8,-25.9,1.0,24.0,208.0,normal
1.0,4602.0,15.0,1.0,23.0,25.0,697.0,3.0,0.0,637.0,34.8,-9.0,1.0,27.0,339.0,normal
1.0,4601.0,15.0,1.0,26.0,21.0,576.0,9.0,1.0,231.0,25.2,-26.2,1.0,24.0,275.0,normal
1.0,4602.0,15.0,1.0,22.0,26.0,772.0,13.0,1.0,760.0,35.5,-9.4,1.0,27.0,344.0,normal
1.0,4601.0,15.0,1.0,26.0,28.0,697.0,4.0,0.0,347.0,25.6,-25.8,1.0,25.0,234.0,normal
1.0,4602.0,15.0,1.0,23.0,25.0,697.0,2.0,0.0,407.0,35.7,-9.6,1.0,27.0,339.0,normal
1.0,4601.0,15.0,1.0,26.0,21.0,514.0,8.0,1.0,240.0,25.7,-25.2,1.0,25.0,225.0,normal
1.0,4602.0,15.0,1.0,23.0,29.0,867.0,13.0,1.0,528.0,35.4,-9.6,1.0,27.0,339.0,normal
1.0,4601.0,15.0,1.0,26.0,33.0,838.0,3.0,0.0,462.0,27.2,-25.1,1.0,26.0,295.0,normal
1.0,4602.0,15.0,1.0,23.0,19.0,552.0,2.0,0.0,542.0,35.6,-9.9,1.0,27.0,319.0,normal
1.0,4601.0,15.0,1.0,27.0,21.0,508.0,0.0,0.0,359.0,26.9,-25.3,1.0,27.0,257.0,normal
1.0,4602.0,15.0,1.0,23.0,32.0,893.0,6.0,0.0,409.0,36.2,-10.0,1.0,27.0,339.0,normal
1.0,4601.0,15.0,1.0,26.0,25.0,650.0,8.0,1.0,3.0,25.5,-25.3,1.0,25.0,250.0,normal
1.0,4602.0,15.0,1.0,23.0,26.0,719.0,12.0,1.0,0.0,35.5,-9.1,1.0,27.0,335.0,normal
1.0,4601.0,15.0,1.0,26.0,29.0,771.0,5.0,0.0,378.0,26.5,-25.6,1.0,26.0,269.0,normal
1.0,4602.0,15.0,1.0,23.0,20.0,552.0,6.0,1.0,470.0,35.6,-9.9,1.0,27.0,302.0,normal
1.0,4601.0,15.0,1.0,26.0,21.0,515.0,9.0,1.0,206.0,26.2,-25.6,1.0,26.0,221.0,normal
1.0,4602.0,15.0,1.0,23.0,23.0,685.0,10.0,1.0,279.0,35.2,-10.1,1.0,27.0,392.0,normal
1.0,4601.0,15.0,1.0,26.0,29.0,721.0,3.0,0.0,472.0,24.7,-25.7,1.0,24.0,228.0,normal
1.0,4602.0,15.0,1.0,22.0,22.0,669.0,13.0,1.0,0.0,34.8,-9.3,1.0,27.0,335.0,normal
1.0,4601.0,15.0,1.0,26.0,32.0,795.0,3.0,0.0,650.0,25.7,-26.2,1.0,25.0,257.0,normal
1.0,4602.0,15.0,1.0,22.0,21.0,606.0,0.0,0.0,388.0,35.1,-9.8,1.0,27.0,329.0,normal
1.0,4601.0,15.0,1.0,26.0,22.0,560.0,6.0,1.0,419.0,27.6,-25.5,1.0,27.0,288.0,normal
1.0,4602.0,15.0,1.0,23.0,31.0,836.0,4.0,0.0,634.0,35.8,-11.3,1.0,27.0,339.0,normal
1.0,4601.0,15.0,1.0,26.0,32.0,914.0,6.0,0.0,14.1,27.5,-25.9,1.0,27.0,312.0,normal
1.0,4602.0,15.0,1.0,24.0,18.0,489.0,11.0,2.0,0.0,35.9,-11.1,1.0,27.0,206.0,normal
1.0,4601.0,15.0,1.0,26.0,39.0,1199.0,4.0,0.0,0.0,28.5,-26.1,1.0,27.0,345.0,normal
1.0,4602.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.7,-12.7,1.0,27.0,9.7,normal
1.0,4601.0,15.0,1.0,26.0,24.0,591.0,1.0,0.0,394.0,26.4,-26.3,1.0,26.0,223.0,normal
1.0,4602.0,15.0,1.0,23.0,24.0,651.0,6.0,0.0,607.0,35.8,-10.7,1.0,27.0,342.0,normal
1.0,4601.0,15.0,1.0,26.0,28.0,695.0,3.0,0.0,381.0,25.6,-26.3,1.0,26.0,232.0,normal
1.0,4602.0,15.0,1.0,24.0,26.0,697.0,6.0,0.0,244.0,36.2,-10.0,1.0,27.0,339.0,normal
1.0,4601.0,15.0,1.0,26.0,9.8,251.0,3.0,1.0,0.0,25.5,-26.4,1.0,25.0,87.0,normal
1.0,4602.0,15.0,1.0,24.0,14.0,401.0,7.0,1.0,0.0,36.2,-10.4,1.0,27.0,166.0,normal
1.0,4601.0,15.0,1.0,26.0,16.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,26.0,12.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.2,-12.6,1.0,27.0,4.9,normal
1.0,4601.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1,-27.7,1.0,25.0,4.5,normal
1.0,4602.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,26.0,3.6,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,26.0,5.4,3.0,0.0,0.0,0.0,27.3,-25.7,1.0,27.0,139.0,normal
1.0,4602.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,26.0,41.0,1058.0,3.0,0.0,185.0,28.5,-26.3,1.0,27.0,310.0,normal
1.0,4602.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,26.0,39.0,949.0,7.0,0.0,0.0,28.7,-26.0,1.0,27.0,240.0,normal
1.0,4602.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.4,-11.9,1.0,27.0,4.9,normal
1.0,4601.0,15.0,1.0,27.0,3.7,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,27.0,11.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,27.0,7.5,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,27.0,11.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6,-26.4,1.0,27.0,4.9,normal
1.0,4602.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.4,-13.2,1.0,27.0,4.9,normal
1.0,4601.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,27.0,3.7,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,27.0,20.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,27.0,3.7,2.0,0.0,0.0,0.0,30.0,-23.5,1.0,27.0,4.9,normal
1.0,4602.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.6,-10.2,1.0,27.0,4.9,normal
1.0,4601.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.1,-12.2,1.0,27.0,4.9,normal
1.0,4601.0,15.0,1.0,27.0,18.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,27.0,2.8,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,27.0,16.0,9.0,0.0,0.0,0.0,30.0,-23.7,1.0,27.0,9.7,normal
1.0,4602.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.2,-16.9,1.0,27.0,4.9,normal
1.0,4601.0,15.0,1.0,27.0,3.7,2.0,0.0,0.0,0.0,31.6,-23.8,1.0,27.0,4.9,normal
1.0,4602.0,15.0,1.0,23.0,3.2,2.0,0.0,0.0,0.0,35.8,-16.8,1.0,27.0,15.0,normal
1.0,4601.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6,-21.3,1.0,27.0,4.9,normal
1.0,4601.0,15.0,1.0,26.0,18.0,10.0,0.0,0.0,0.0,26.3,-29.0,1.0,26.0,19.0,normal
1.0,4602.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,27.0,3.7,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,27.0,7.5,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.3,-14.3,1.0,27.0,4.9,normal
1.0,4601.0,15.0,1.0,27.0,6.5,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,27.0,3.7,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.3,-13.8,1.0,27.0,4.9,normal
1.0,4601.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,27.0,3.7,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.6,-13.7,1.0,27.0,4.9,normal
1.0,4601.0,15.0,1.0,27.0,1.9,1.0,0.0,0.0,0.0,26.2,-26.7,1.0,27.0,4.9,normal
1.0,4602.0,15.0,1.0,24.0,37.0,1055.0,4.0,0.0,116.0,35.0,-12.9,1.0,27.0,370.0,normal
1.0,4601.0,15.0,1.0,27.0,7.4,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,15.0,1.0,25.0,46.0,1195.0,12.0,0.0,243.0,35.4,-12.9,1.0,27.0,366.0,normal
1.0,4601.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4602.0,15.0,1.0,23.0,39.0,1074.0,27.0,2.0,42.3,35.7,-13.0,1.0,27.0,311.0,normal
1.0,4601.0,15.0,1.0,27.0,3.7,2.0,0.0,0.0,0.0,27.2,-27.5,1.0,26.0,4.7,normal
1.0,4602.0,15.0,1.0,23.0,48.0,1395.0,5.0,0.0,379.0,35.7,-12.9,1.0,27.0,339.0,normal
1.0,4601.0,15.0,1.0,26.0,7.3,205.0,8.0,3.0,3.0,27.4,-27.3,1.0,27.0,108.0,normal
1.0,4602.0,15.0,1.0,23.0,14.0,392.0,6.0,1.0,0.0,35.7,-12.9,1.0,27.0,100.0,normal
1.0,4601.0,15.0,1.0,26.0,52.0,1313.0,8.0,0.0,441.0,27.6,-26.9,1.0,27.0,423.0,normal
1.0,4602.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,26.0,39.0,959.0,7.0,0.0,231.0,28.1,-26.8,1.0,27.0,328.0,normal
1.0,4602.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,normal
1.0,4601.0,15.0,1.0,25.0,55.0,1385.0,15.0,1.0,589.0,27.8,-26.9,1.0,27.0,358.0,normal
1.0,4602.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,-12.9,1.0,27.0,4.9,normal
1.0,4601.0,15.0,1.0,26.0,40.0,1003.0,6.0,0.0,168.0,28.1,-26.7,1.0,27.0,301.0,normal
